t,dt,state,laser_x,laser_y,target_x,target_y,dx,dy,err_px,servo_x,servo_y,confidence,accuracy,locked,t_lock,lost_counter
107.3093,0.1,TEST,346,348,512,192,166.0,-156.0,227.798,90,90,0.0,0.0,0,0,0
107.3324,0.01,TEST,347,347,512,192,165.0,-155.0,226.385,87,88.482,0.0,0.0,0,0.0,0
107.3995,0.0253,TEST,347,347,512,192,165.0,-155.0,226.385,84,85.482,0.0,0.0,0,0.0,0
107.4678,0.0663,TEST,379,325,512,192,133.0,-133.0,188.09,81,82.482,0.0,0.0,0,0.0,0
107.5332,0.0682,TEST,416,294,512,192,96.0,-102.0,140.071,78,79.482,0.0,0.0,0,0.0,0
107.5995,0.0668,TEST,442,269,512,192,70.0,-77.0,104.062,75.108,76.482,0.0,0.0,0,0.0,0
107.6638,0.0649,TEST,464,247,512,192,48.0,-55.0,73.0,73.0,74.163,0.0,0.0,0,0.0,0
107.7317,0.0641,TEST,486,227,512,192,26.0,-35.0,43.6,71.554,72.506,0.0,0.0,0,0.0,0
107.7995,0.0691,TEST,504,210,512,192,8.0,-18.0,19.698,70.771,71.452,0.0,0.0,0,0.0,0
107.864,0.067,TEST,512,201,512,192,0.0,-9.0,9.0,70.53,70.91,0.0,0.0,0,0.0691,0
107.9319,0.0645,TEST,513,192,512,192,-1.0,0.0,1.0,70.53,70.639,0.0,0.0,0,0.1362,0
107.9957,0.0682,TEST,514,189,512,192,-2.0,3.0,3.606,70.53,70.639,0.0,0.0,0,0.2007,0
108.0637,0.0642,TEST,512,189,512,192,0.0,3.0,3.0,70.53,70.639,0.0,0.0,0,0.2689,0
108.1316,0.0667,TEST,513,189,512,192,-1.0,3.0,3.162,70.53,70.639,0.0,0.0,0,0.3331,0
108.1976,0.0697,TEST,513,189,512,192,-1.0,3.0,3.162,70.53,70.639,0.0,0.0,0,0.3998,0
108.2662,0.0652,TEST,513,189,512,192,-1.0,3.0,3.162,70.53,70.639,0.0,0.0,0,0.4695,0
108.8347,0.1,TEST,349,344,512,240,163.0,-104.0,193.352,90,90,0.0,0.0,0,0,0
108.8609,0.0103,TEST,349,344,512,240,163.0,-104.0,193.352,87,90.048,0.0,0.0,0,0.0,0
108.9288,0.0303,TEST,352,343,512,240,160.0,-103.0,190.287,84,87.048,0.0,0.0,0,0.0,0
108.9918,0.0643,TEST,381,336,512,240,131.0,-96.0,162.41,81,84.048,0.0,0.0,0,0.0,0
109.0602,0.0629,TEST,415,312,512,240,97.0,-72.0,120.801,78,81.157,0.0,0.0,0,0.0,0
109.1236,0.0676,TEST,441,286,512,240,71.0,-46.0,84.599,75.078,78.988,0.0,0.0,0,0.0,0
109.1926,0.0645,TEST,466,261,512,240,46.0,-21.0,50.567,72.94,77.603,0.0,0.0,0,0.0,0
109.2604,0.069,TEST,487,246,512,240,25.0,-6.0,25.71,71.554,76.97,0.0,0.0,0,0.0,0
109.3242,0.0669,TEST,503,243,512,240,9.0,-3.0,9.487,70.801,76.789,0.0,0.0,0,0.0,0
109.3921,0.065,TEST,515,239,512,240,-3.0,1.0,3.162,70.53,76.699,0.0,0.0,0,0.0669,0
109.4583,0.0676,TEST,517,239,512,240,-5.0,1.0,5.099,70.53,76.699,0.0,0.0,0,0.1318,0
109.5235,0.0649,TEST,517,240,512,240,-5.0,0.0,5.0,70.53,76.699,0.0,0.0,0,0.1995,0
109.5938,0.0661,TEST,517,240,512,240,-5.0,0.0,5.0,70.53,76.699,0.0,0.0,0,0.2644,0
109.658,0.0706,TEST,517,240,512,240,-5.0,0.0,5.0,70.53,76.699,0.0,0.0,0,0.3305,0
109.7256,0.0624,TEST,517,240,512,240,-5.0,0.0,5.0,70.53,76.699,0.0,0.0,0,0.4011,0
109.7901,0.0693,TEST,516,240,512,240,-4.0,0.0,4.0,70.53,76.699,0.0,0.0,0,0.4635,0
110.3635,0.1,TEST,351,348,512,288,161.0,-60.0,171.817,90,90,0.0,0.0,0,0,0
110.3879,0.01,TEST,350,347,512,288,162.0,-59.0,172.409,87,91.374,0.0,0.0,0,0.0,0
110.4701,0.027,TEST,350,347,512,288,162.0,-59.0,172.409,84,89.596,0.0,0.0,0,0.0,0
110.5232,0.0853,TEST,381,346,512,288,131.0,-58.0,143.265,81,87.819,0.0,0.0,0,0.0,0
110.5895,0.0513,TEST,412,333,512,288,100.0,-45.0,109.659,78,86.072,0.0,0.0,0,0.0,0
110.6522,0.0657,TEST,441,318,512,288,71.0,-30.0,77.078,75,84.717,0.0,0.0,0,0.0,0
110.7225,0.0608,TEST,462,308,512,288,50.0,-20.0,53.852,72.861,83.813,0.0,0.0,0,0.0,0
110.7847,0.07,TEST,485,296,512,288,27.0,-8.0,28.16,71.355,83.211,0.0,0.0,0,0.0,0
110.852,0.0639,TEST,504,293,512,288,8.0,-5.0,9.434,70.542,82.97,0.0,0.0,0,0.0,0
110.918,0.0661,TEST,515,288,512,288,-3.0,0.0,3.0,70.301,82.82,0.0,0.0,0,0.0639,0
110.9843,0.0662,TEST,518,287,512,288,-6.0,1.0,6.083,70.301,82.82,0.0,0.0,0,0.1301,0
111.0517,0.0672,TEST,519,288,512,288,-7.0,0.0,7.0,70.301,82.82,0.0,0.0,0,0.1963,0
111.1164,0.0664,TEST,518,288,512,288,-6.0,0.0,6.0,70.301,82.82,0.0,0.0,0,0.2635,0
111.1841,0.0641,TEST,519,287,512,288,-7.0,1.0,7.071,70.301,82.82,0.0,0.0,0,0.3299,0
111.2481,0.0691,TEST,519,288,512,288,-7.0,0.0,7.0,70.512,82.85,0.0,0.0,0,0.394,0
111.3172,0.0631,TEST,518,287,512,288,-6.0,1.0,6.083,70.512,82.85,0.0,0.0,0,0.4631,0
111.8891,0.1,TEST,353,344,512,336,159.0,-8.0,159.201,90,90,0.0,0.0,0,0,0
111.9126,0.0108,TEST,353,344,512,336,159.0,-8.0,159.201,87,92.94,0.0,0.0,0,0.0,0
111.9815,0.0252,TEST,353,344,512,336,159.0,-8.0,159.201,84,92.699,0.0,0.0,0,0.0,0
112.0479,0.0672,TEST,380,344,512,336,132.0,-8.0,132.242,81,92.458,0.0,0.0,0,0.0,0
112.112,0.0654,TEST,419,345,512,336,93.0,-9.0,93.434,78,92.217,0.0,0.0,0,0.0,0
112.1797,0.0658,TEST,443,345,512,336,69.0,-9.0,69.584,75.199,91.946,0.0,0.0,0,0.0,0
112.2448,0.0664,TEST,465,346,512,336,47.0,-10.0,48.052,73.12,91.675,0.0,0.0,0,0.0,0
112.3118,0.0647,TEST,484,346,512,336,28.0,-10.0,29.732,71.705,91.374,0.0,0.0,0,0.0,0
112.3799,0.0685,TEST,502,347,512,336,10.0,-11.0,14.866,70.861,91.073,0.0,0.0,0,0.0,0
112.4452,0.0672,TEST,516,347,512,336,-4.0,-11.0,11.705,70.56,90.741,0.0,0.0,0,0.0685,0
112.5124,0.0652,TEST,518,348,512,336,-6.0,-12.0,13.416,70.681,90.41,0.0,0.0,0,0.1357,0
112.577,0.0682,TEST,518,348,512,336,-6.0,-12.0,13.416,70.861,90.049,0.0,0.0,0,0.2009,0
112.6446,0.0642,TEST,518,348,512,336,-6.0,-12.0,13.416,71.042,89.687,0.0,0.0,0,0.2691,0
112.7117,0.0666,TEST,518,348,512,336,-6.0,-12.0,13.416,71.223,89.326,0.0,0.0,0,0.3333,0
112.7771,0.0687,TEST,517,340,512,336,-5.0,-4.0,6.403,71.403,88.964,0.0,0.0,0,0.3999,0
112.8447,0.0648,TEST,518,334,512,336,-6.0,2.0,6.325,71.403,88.964,0.0,0.0,0,0.4686,0
113.4137,0.1,TEST,349,330,512,384,163.0,54.0,171.712,90,90,0.0,0.0,0,0,0
113.4408,0.011,TEST,349,330,512,384,163.0,54.0,171.712,87,93,0.0,0.0,0,0.0,0
113.5099,0.0311,TEST,351,330,512,384,161.0,54.0,169.815,84,94.627,0.0,0.0,0,0.0,0
113.5728,0.0643,TEST,382,352,512,384,130.0,32.0,133.881,81,96.253,0.0,0.0,0,0.0,0
113.6404,0.0649,TEST,415,377,512,384,97.0,7.0,97.252,78,97.217,0.0,0.0,0,0.0,0
113.7086,0.0667,TEST,442,393,512,384,70.0,-9.0,70.576,75.078,97.428,0.0,0.0,0,0.0,0
113.772,0.0674,TEST,464,399,512,384,48.0,-15.0,50.289,72.97,97.157,0.0,0.0,0,0.0,0
113.8405,0.065,TEST,483,400,512,384,29.0,-16.0,33.121,71.524,96.705,0.0,0.0,0,0.0,0
113.9053,0.0675,TEST,501,401,512,384,11.0,-17.0,20.248,70.65,96.223,0.0,0.0,0,0.0,0
113.9724,0.063,TEST,513,401,512,384,-1.0,-17.0,17.029,70.319,95.711,0.0,0.0,0,0.0675,0
114.0367,0.071,TEST,516,394,512,384,-4.0,-10.0,10.77,70.349,95.199,0.0,0.0,0,0.1305,0
114.1043,0.0624,TEST,517,390,512,384,-5.0,-6.0,7.81,70.47,94.898,0.0,0.0,0,0.2015,0
114.1729,0.0656,TEST,517,384,512,384,-5.0,0.0,5.0,70.62,94.717,0.0,0.0,0,0.2639,0
114.2368,0.0707,TEST,517,380,512,384,-5.0,4.0,6.403,70.62,94.717,0.0,0.0,0,0.3295,0
114.3047,0.0642,TEST,516,380,512,384,-4.0,4.0,5.657,70.62,94.717,0.0,0.0,0,0.4002,0
114.3684,0.0664,TEST,516,380,512,384,-4.0,4.0,5.657,70.62,94.717,0.0,0.0,0,0.4645,0
114.9447,0.1,TEST,348,340,512,432,164.0,92.0,188.043,90,90,0.0,0.0,0,0,0
114.9706,0.0112,TEST,348,340,512,432,164.0,92.0,188.043,87,93,0.0,0.0,0,0.0,0
115.0352,0.029,TEST,352,341,512,432,160.0,91.0,184.068,84,95.771,0.0,0.0,0,0.0,0
115.103,0.0635,TEST,381,359,512,432,131.0,73.0,149.967,81,98.512,0.0,0.0,0,0.0,0
115.1642,0.0674,TEST,417,396,512,432,95.0,36.0,101.592,78,100.711,0.0,0.0,0,0.0,0
115.2318,0.0618,TEST,445,422,512,432,67.0,10.0,67.742,75.139,101.795,0.0,0.0,0,0.0,0
115.3003,0.0665,TEST,468,434,512,432,44.0,-2.0,44.045,73.12,102.097,0.0,0.0,0,0.0,0
115.3641,0.0687,TEST,484,435,512,432,28.0,-3.0,28.16,71.795,102.036,0.0,0.0,0,0.0,0
115.432,0.0647,TEST,503,436,512,432,9.0,-4.0,9.849,70.952,101.946,0.0,0.0,0,0.0,0
115.4967,0.067,TEST,516,438,512,432,-4.0,-6.0,7.211,70.681,101.826,0.0,0.0,0,0.0647,0
115.564,0.0643,TEST,517,437,512,432,-5.0,-5.0,7.071,70.801,101.645,0.0,0.0,0,0.1317,0
115.6325,0.0682,TEST,520,437,512,432,-8.0,-5.0,9.434,70.952,101.494,0.0,0.0,0,0.196,0
115.6976,0.0684,TEST,517,437,512,432,-5.0,-5.0,7.071,71.193,101.344,0.0,0.0,0,0.2641,0
115.7647,0.0644,TEST,518,438,512,432,-6.0,-6.0,8.485,71.343,101.193,0.0,0.0,0,0.3325,0
115.8284,0.0686,TEST,517,438,512,432,-5.0,-6.0,7.81,71.524,101.012,0.0,0.0,0,0.3969,0
115.8974,0.0624,TEST,517,438,512,432,-5.0,-6.0,7.81,71.674,100.832,0.0,0.0,0,0.4655,0
116.4704,0.1,TEST,348,338,576,48,228.0,-290.0,368.896,90,90,0.0,0.0,0,0,0
116.4959,0.0112,TEST,348,338,576,48,228.0,-290.0,368.896,87,87,0.0,0.0,0,0.0,0
116.5607,0.0282,TEST,349,335,576,48,227.0,-287.0,365.921,84,84,0.0,0.0,0,0.0,0
116.6285,0.0629,TEST,379,313,576,48,197.0,-265.0,330.203,81,81,0.0,0.0,0,0.0,0
116.6922,0.0657,TEST,417,286,576,48,159.0,-238.0,286.225,78,78,0.0,0.0,0,0.0,0
116.7602,0.0661,TEST,442,262,576,48,134.0,-214.0,252.492,75,75,0.0,0.0,0,0.0,0
116.8252,0.067,TEST,463,240,576,48,113.0,-192.0,222.785,72,72,0.0,0.0,0,0.0,0
116.8922,0.0637,TEST,486,215,576,48,90.0,-167.0,189.708,69,69,0.0,0.0,0,0.0,0
116.9599,0.069,TEST,512,192,576,48,64.0,-144.0,157.582,66.289,66,0.0,0.0,0,0.0,0
117.0253,0.0661,TEST,534,166,576,48,42.0,-118.0,125.252,64.361,63,0.0,0.0,0,0.0,0
117.0921,0.0647,TEST,554,141,576,48,22.0,-93.0,95.567,63.096,60,0.0,0.0,0,0.0,0
117.1563,0.069,TEST,564,116,576,48,12.0,-68.0,69.051,62.434,57.199,0.0,0.0,0,0.0,0
117.2246,0.0631,TEST,569,96,576,48,7.0,-48.0,48.508,62.072,55.151,0.0,0.0,0,0.0,0
117.2929,0.0673,TEST,572,76,576,48,4.0,-28.0,28.284,61.861,53.705,0.0,0.0,0,0.0,0
117.3565,0.07,TEST,578,55,576,48,-2.0,-7.0,7.28,61.741,52.862,0.0,0.0,0,0.0,0
117.4244,0.0629,TEST,573,42,576,48,3.0,6.0,6.708,61.801,52.651,0.0,0.0,0,0.07,0
117.4882,0.0675,TEST,576,36,576,48,0.0,12.0,12.0,61.801,52.651,0.0,0.0,0,0.1329,0
117.5562,0.0649,TEST,576,36,576,48,0.0,12.0,12.0,61.801,53.012,0.0,0.0,0,0.2004,0
117.6208,0.0674,TEST,576,36,576,48,0.0,12.0,12.0,61.801,53.374,0.0,0.0,0,0.2652,0
117.6887,0.0646,TEST,576,36,576,48,0.0,12.0,12.0,61.801,53.735,0.0,0.0,0,0.3326,0
117.758,0.0683,TEST,576,36,576,48,0.0,12.0,12.0,61.801,54.097,0.0,0.0,0,0.3972,0
117.8215,0.0692,TEST,576,39,576,48,0.0,9.0,9.0,61.801,54.458,0.0,0.0,0,0.4655,0
118.3942,0.1,TEST,350,347,576,96,226.0,-251.0,337.753,90,90,0.0,0.0,0,0,0
118.4224,0.0111,TEST,347,347,576,96,229.0,-251.0,339.768,87,87,0.0,0.0,0,0.0,0
118.486,0.0325,TEST,350,345,576,96,226.0,-249.0,336.269,84,84,0.0,0.0,0,0.0,0
118.5529,0.0596,TEST,381,315,576,96,195.0,-219.0,293.234,81,81,0.0,0.0,0,0.0,0
118.6186,0.0671,TEST,417,283,576,96,159.0,-187.0,245.459,78,78,0.0,0.0,0,0.0,0
118.6844,0.0647,TEST,442,261,576,96,134.0,-165.0,212.558,75,75,0.0,0.0,0,0.0,0
118.7531,0.0668,TEST,462,238,576,96,114.0,-142.0,182.099,72,72,0.0,0.0,0,0.0,0
118.8168,0.0689,TEST,486,214,576,96,90.0,-118.0,148.405,69,69,0.0,0.0,0,0.0,0
118.8846,0.0625,TEST,510,193,576,96,66.0,-97.0,117.324,66.289,66,0.0,0.0,0,0.0,0
118.9496,0.069,TEST,533,167,576,96,43.0,-71.0,83.006,64.301,63.078,0.0,0.0,0,0.0,0
119.0165,0.0644,TEST,559,140,576,96,17.0,-44.0,47.17,63.006,60.94,0.0,0.0,0,0.0,0
119.0841,0.0662,TEST,570,118,576,96,6.0,-22.0,22.804,62.494,59.615,0.0,0.0,0,0.0,0
119.1487,0.0681,TEST,573,103,576,96,3.0,-7.0,7.616,62.313,58.952,0.0,0.0,0,0.0662,0
119.2162,0.0653,TEST,573,94,576,96,3.0,2.0,3.606,62.223,58.741,0.0,0.0,0,0.1343,0
119.2807,0.0662,TEST,572,92,576,96,4.0,4.0,5.657,62.223,58.741,0.0,0.0,0,0.1996,0
119.357,0.0658,TEST,573,92,576,96,3.0,4.0,5.0,62.223,58.741,0.0,0.0,0,0.2658,0
119.4259,0.0798,TEST,573,93,576,96,3.0,3.0,4.243,62.223,58.741,0.0,0.0,0,0.3316,0
119.4817,0.0647,TEST,573,93,576,96,3.0,3.0,4.243,62.223,58.741,0.0,0.0,0,0.4114,0
119.5498,0.0567,TEST,573,93,576,96,3.0,3.0,4.243,62.223,58.741,0.0,0.0,0,0.476,0
120.1227,0.1,TEST,356,345,576,144,220.0,-201.0,297.995,90,90,0.0,0.0,0,0,0
120.1463,0.0106,TEST,355,345,576,144,221.0,-201.0,298.734,87,87.127,0.0,0.0,0,0.0,0
120.2141,0.0261,TEST,354,343,576,144,222.0,-199.0,298.136,84,84.127,0.0,0.0,0,0.0,0
120.2791,0.0667,TEST,384,312,576,144,192.0,-168.0,255.123,81,81.127,0.0,0.0,0,0.0,0
120.3444,0.0645,TEST,418,283,576,144,158.0,-139.0,210.44,78,78.127,0.0,0.0,0,0.0,0
120.4083,0.0666,TEST,443,260,576,144,133.0,-116.0,176.479,75,75.127,0.0,0.0,0,0.0,0
120.4764,0.0634,TEST,465,239,576,144,111.0,-95.0,146.103,72,72.127,0.0,0.0,0,0.0,0
120.5446,0.0668,TEST,484,218,576,144,92.0,-74.0,118.068,69,69.265,0.0,0.0,0,0.0,0
120.6081,0.0699,TEST,510,194,576,144,66.0,-50.0,82.801,66.229,67.036,0.0,0.0,0,0.0,0
120.6764,0.0624,TEST,537,172,576,144,39.0,-28.0,48.01,64.241,65.53,0.0,0.0,0,0.0,0
120.7405,0.0683,TEST,556,157,576,144,20.0,-13.0,23.854,63.066,64.687,0.0,0.0,0,0.0,0
120.8084,0.0652,TEST,569,141,576,144,7.0,3.0,7.616,62.464,64.295,0.0,0.0,0,0.0683,0
120.8766,0.067,TEST,578,137,576,144,-2.0,7.0,7.28,62.253,64.386,0.0,0.0,0,0.1336,0
120.9404,0.0677,TEST,581,137,576,144,-5.0,7.0,8.602,62.313,64.597,0.0,0.0,0,0.2005,0
121.0087,0.0648,TEST,581,137,576,144,-5.0,7.0,8.602,62.464,64.808,0.0,0.0,0,0.2682,0
121.0745,0.0688,TEST,581,137,576,144,-5.0,7.0,8.602,62.614,65.018,0.0,0.0,0,0.3331,0
121.1405,0.0642,TEST,581,137,576,144,-5.0,7.0,8.602,62.765,65.229,0.0,0.0,0,0.4019,0
121.2084,0.0681,TEST,581,137,576,144,-5.0,7.0,8.602,62.915,65.44,0.0,0.0,0,0.4661,0
121.7784,0.1,TEST,353,343,576,192,223.0,-151.0,269.314,90,90,0.0,0.0,0,0,0
121.8044,0.01,TEST,352,343,576,192,224.0,-151.0,270.143,87,88.633,0.0,0.0,0,0.0,0
121.8724,0.0291,TEST,354,342,576,192,222.0,-150.0,267.925,84,85.633,0.0,0.0,0,0.0,0
121.9387,0.0673,TEST,384,319,576,192,192.0,-127.0,230.202,81,82.633,0.0,0.0,0,0.0,0
122.0053,0.0643,TEST,415,292,576,192,161.0,-100.0,189.528,78,79.633,0.0,0.0,0,0.0,0
122.0684,0.0687,TEST,442,268,576,192,134.0,-76.0,154.052,75,76.633,0.0,0.0,0,0.0,0
122.138,0.0629,TEST,465,245,576,192,111.0,-53.0,123.004,72,74.343,0.0,0.0,0,0.0,0
122.2015,0.068,TEST,483,229,576,192,93.0,-37.0,100.09,69,72.747,0.0,0.0,0,0.0,0
122.2691,0.0655,TEST,508,213,576,192,68.0,-21.0,71.169,66.199,71.633,0.0,0.0,0,0.0,0
122.3366,0.0676,TEST,539,203,576,192,37.0,-11.0,38.601,64.151,71.0,0.0,0.0,0,0.0,0
122.4016,0.0652,TEST,558,203,576,192,18.0,-11.0,21.095,63.036,70.669,0.0,0.0,0,0.0,0
122.4689,0.0684,TEST,572,198,576,192,4.0,-6.0,7.211,62.494,70.338,0.0,0.0,0,0.0652,0
122.5345,0.0658,TEST,583,189,576,192,-7.0,3.0,7.616,62.373,70.157,0.0,0.0,0,0.1335,0
122.603,0.0646,TEST,584,190,576,192,-8.0,2.0,8.246,62.584,70.247,0.0,0.0,0,0.1994,0
122.6691,0.0699,TEST,585,190,576,192,-9.0,2.0,9.22,62.825,70.308,0.0,0.0,0,0.264,0
122.736,0.0664,TEST,584,189,576,192,-8.0,3.0,8.544,63.096,70.368,0.0,0.0,0,0.3339,0
122.8006,0.0649,TEST,584,190,576,192,-8.0,2.0,8.246,63.337,70.458,0.0,0.0,0,0.4003,0
122.8657,0.0651,TEST,584,189,576,192,-8.0,3.0,8.544,63.578,70.518,0.0,0.0,0,0.4652,0
123.4393,0.1,TEST,349,344,576,240,227.0,-104.0,249.69,90,90,0.0,0.0,0,0,0
123.4649,0.01,TEST,349,343,576,240,227.0,-103.0,249.275,87,90.048,0.0,0.0,0,0.0,0
123.5285,0.0285,TEST,353,344,576,240,223.0,-104.0,246.059,84,87.048,0.0,0.0,0,0.0,0
123.5967,0.0618,TEST,385,335,576,240,191.0,-95.0,213.321,81,84.048,0.0,0.0,0,0.0,0
123.6644,0.0683,TEST,414,311,576,240,162.0,-71.0,176.876,78,81.187,0.0,0.0,0,0.0,0
123.7284,0.0684,TEST,440,286,576,240,136.0,-46.0,143.569,75,79.048,0.0,0.0,0,0.0,0
123.7973,0.0637,TEST,464,263,576,240,112.0,-23.0,114.337,72,77.663,0.0,0.0,0,0.0,0
123.8609,0.0683,TEST,483,248,576,240,93.0,-8.0,93.343,69,76.97,0.0,0.0,0,0.0,0
123.9296,0.0656,TEST,511,241,576,240,65.0,-1.0,65.008,66.199,76.729,0.0,0.0,0,0.0,0
123.9977,0.0672,TEST,538,240,576,240,38.0,0.0,38.0,64.241,76.699,0.0,0.0,0,0.0,0
124.0611,0.0675,TEST,559,240,576,240,17.0,0.0,17.0,63.096,76.699,0.0,0.0,0,0.0,0
124.1286,0.0659,TEST,575,239,576,240,1.0,1.0,1.414,62.584,76.699,0.0,0.0,0,0.0675,0
124.1937,0.0654,TEST,584,240,576,240,-8.0,0.0,8.0,62.584,76.699,0.0,0.0,0,0.1334,0
124.2609,0.0643,TEST,585,241,576,240,-9.0,-1.0,9.055,62.825,76.699,0.0,0.0,0,0.1988,0
124.3243,0.0692,TEST,585,240,576,240,-9.0,0.0,9.0,63.096,76.669,0.0,0.0,0,0.2631,0
124.3933,0.0627,TEST,584,240,576,240,-8.0,0.0,8.0,63.367,76.669,0.0,0.0,0,0.3323,0
124.4608,0.0683,TEST,584,241,576,240,-8.0,-1.0,8.062,63.608,76.669,0.0,0.0,0,0.395,0
124.5246,0.0689,TEST,584,239,576,240,-8.0,1.0,8.062,63.849,76.639,0.0,0.0,0,0.4633,0
125.0985,0.1,TEST,346,348,576,288,230.0,-60.0,237.697,90,90,0.0,0.0,0,0,0
125.1245,0.01,TEST,347,348,576,288,229.0,-60.0,236.73,87,91.374,0.0,0.0,0,0.0,0
125.1885,0.029,TEST,351,346,576,288,225.0,-58.0,232.355,84,89.566,0.0,0.0,0,0.0,0
125.257,0.0626,TEST,383,344,576,288,193.0,-56.0,200.96,81,87.819,0.0,0.0,0,0.0,0
125.3237,0.068,TEST,414,329,576,288,162.0,-41.0,167.108,78,86.133,0.0,0.0,0,0.0,0
125.3916,0.068,TEST,442,317,576,288,134.0,-29.0,137.102,75,84.898,0.0,0.0,0,0.0,0
125.4576,0.0684,TEST,466,304,576,288,110.0,-16.0,111.158,72,84.024,0.0,0.0,0,0.0,0
125.5215,0.0639,TEST,486,299,576,288,90.0,-11.0,90.67,69,83.542,0.0,0.0,0,0.0,0
125.589,0.0662,TEST,512,295,576,288,64.0,-7.0,64.382,66.289,83.211,0.0,0.0,0,0.0,0
125.6526,0.0669,TEST,541,295,576,288,35.0,-7.0,35.693,64.361,83.0,0.0,0.0,0,0.0,0
125.7206,0.0614,TEST,565,296,576,288,11.0,-8.0,13.601,63.307,82.789,0.0,0.0,0,0.0,0
125.7891,0.0699,TEST,578,290,576,288,-2.0,-2.0,2.828,62.976,82.549,0.0,0.0,0,0.0614,0
125.8554,0.0684,TEST,585,286,576,288,-9.0,2.0,9.22,62.976,82.549,0.0,0.0,0,0.1313,0
125.9215,0.0645,TEST,586,286,576,288,-10.0,2.0,10.198,63.247,82.609,0.0,0.0,0,0.1997,0
125.9862,0.0687,TEST,586,286,576,288,-10.0,2.0,10.198,63.548,82.669,0.0,0.0,0,0.2642,0
126.0528,0.0642,TEST,586,286,576,288,-10.0,2.0,10.198,63.849,82.729,0.0,0.0,0,0.3329,0
126.1214,0.0652,TEST,586,286,576,288,-10.0,2.0,10.198,64.15,82.79,0.0,0.0,0,0.3971,0
126.185,0.0704,TEST,586,286,576,288,-10.0,2.0,10.198,64.452,82.85,0.0,0.0,0,0.4624,0
126.7581,0.1,TEST,349,343,576,336,227.0,-7.0,227.108,90,90,0.0,0.0,0,0,0
126.7814,0.01,TEST,348,343,576,336,228.0,-7.0,228.107,87,92.97,0.0,0.0,0,0.0,0
126.8489,0.0261,TEST,353,343,576,336,223.0,-7.0,223.11,84,92.759,0.0,0.0,0,0.0,0
126.9182,0.0663,TEST,386,343,576,336,190.0,-7.0,190.129,81,92.548,0.0,0.0,0,0.0,0
126.9814,0.069,TEST,416,344,576,336,160.0,-8.0,160.2,78,92.337,0.0,0.0,0,0.0,0
127.049,0.0645,TEST,443,344,576,336,133.0,-8.0,133.24,75,92.097,0.0,0.0,0,0.0,0
127.1142,0.0677,TEST,465,345,576,336,111.0,-9.0,111.364,72,91.856,0.0,0.0,0,0.0,0
127.181,0.0633,TEST,485,345,576,336,91.0,-9.0,91.444,69,91.585,0.0,0.0,0,0.0,0
127.2491,0.0689,TEST,514,346,576,336,62.0,-10.0,62.801,66.259,91.313,0.0,0.0,0,0.0,0
127.3141,0.0668,TEST,542,348,576,336,34.0,-12.0,36.056,64.392,91.012,0.0,0.0,0,0.0,0
127.3813,0.0642,TEST,563,348,576,336,13.0,-12.0,17.692,63.367,90.651,0.0,0.0,0,0.0,0
127.4452,0.0696,TEST,577,349,576,336,-1.0,-13.0,13.038,62.976,90.289,0.0,0.0,0,0.0642,0
127.513,0.0624,TEST,586,349,576,336,-10.0,-13.0,16.401,63.006,89.898,0.0,0.0,0,0.1337,0
127.5814,0.067,TEST,587,349,576,336,-11.0,-13.0,17.029,63.307,89.506,0.0,0.0,0,0.1962,0
127.6448,0.0698,TEST,587,343,576,336,-11.0,-7.0,13.038,63.638,89.115,0.0,0.0,0,0.2632,0
127.7134,0.0625,TEST,586,342,576,336,-10.0,-6.0,11.662,63.97,88.904,0.0,0.0,0,0.333,0
127.7771,0.0686,TEST,586,337,576,336,-10.0,-1.0,10.05,64.271,88.723,0.0,0.0,0,0.3956,0
127.9119,0.0648,TEST,586,337,576,336,-10.0,-1.0,10.05,64.572,88.693,0.0,0.0,0,0.4642,0
128.4829,0.1,TEST,353,331,576,384,223.0,53.0,229.212,90,90,0.0,0.0,0,0,0
128.5113,0.0108,TEST,353,331,576,384,223.0,53.0,229.212,87,93,0.0,0.0,0,0.0,0
128.5779,0.0321,TEST,353,332,576,384,223.0,52.0,228.983,84,94.596,0.0,0.0,0,0.0,0
128.6412,0.0632,TEST,381,353,576,384,195.0,31.0,197.449,81,96.163,0.0,0.0,0,0.0,0
128.7092,0.0618,TEST,416,378,576,384,160.0,6.0,160.112,78,97.096,0.0,0.0,0,0.0,0
128.7729,0.0698,TEST,444,398,576,384,132.0,-14.0,132.74,75,97.277,0.0,0.0,0,0.0,0
128.8423,0.0627,TEST,464,403,576,384,112.0,-19.0,113.6,72,96.856,0.0,0.0,0,0.0,0
128.9055,0.0693,TEST,487,403,576,384,89.0,-19.0,91.005,69,96.283,0.0,0.0,0,0.0,0
128.9728,0.0646,TEST,515,404,576,384,61.0,-20.0,64.195,66.319,95.711,0.0,0.0,0,0.0,0
129.0502,0.0661,TEST,541,395,576,384,35.0,-11.0,36.688,64.482,95.109,0.0,0.0,0,0.0,0
129.1104,0.0847,TEST,562,392,576,384,14.0,-8.0,16.125,63.428,94.777,0.0,0.0,0,0.0,0
129.1733,0.0557,TEST,576,388,576,384,0.0,-4.0,4.0,63.006,94.536,0.0,0.0,0,0.0847,0
129.2377,0.0608,TEST,579,384,576,384,-3.0,0.0,3.0,63.006,94.536,0.0,0.0,0,0.1405,0
