t,dt,fps,state,laser_x,laser_y,target_x,target_y,dx,dy,err_px,vx,vy,velocity,servo_x,servo_y,locked,t_lock,lost_counter
29.1534,0.0667,15,TESTTWO,209,15,83,230,118,37.489,64.679,74.944,134.9,154,74.758,107.387,60.859,0,0.0
29.2176,0.0695,14,TESTTWO,216,14,113,235,127,34.828,42.489,71.939,129.491,148,54.939,106.312,62.171,0,0.0
29.2856,0.0635,16,TESTTWO,226,16,124,239,134,26.856,34.248,62.979,110.213,127,43.522,105.483,63.228,0,0.0
29.3495,0.067,15,TESTTWO,236,15,139,243,142,20.137,29.273,59.71,119.419,134,35.531,104.862,64.131,0,0.0
29.4182,0.0657,15,TESTTWO,242,15,150,248,150,22.748,26.796,76.122,121.795,144,35.149,104.159,64.958,0,0.0
29.4858,0.0679,15,TESTTWO,246,15,158,253,159,23.202,30.162,73.64,132.552,152,38.054,103.443,65.889,0,0.0
29.5495,0.0664,15,TESTTWO,253,15,161,259,167,25.872,32.496,90.323,120.431,151,41.537,102.645,66.892,0,0.0
29.6177,0.0656,15,TESTTWO,258,15,164,264,175,22.77,37.831,76.222,121.956,144,44.155,101.942,68.06,0,0.0
29.6822,0.0676,15,TESTTWO,265,15,171,269,182,20.282,33.794,74.004,103.605,127,39.413,101.316,69.103,0,0.0
29.7497,0.0633,16,TESTTWO,275,16,182,276,191,25.326,40.277,110.57,142.161,180,47.578,100.534,70.346,0,0.0
29.8176,0.0694,14,TESTTWO,279,14,194,286,203,38.713,47.055,144.146,172.975,225,60.934,99.34,71.798,0,0.0
29.882,0.0671,15,TESTTWO,281,15,203,293,212,34.945,38.501,104.292,134.089,170,51.995,98.261,72.986,0,0.0
29.9494,0.0632,16,TESTTWO,289,16,207,297,217,21.927,27.408,63.299,79.124,101,35.1,97.584,73.832,0,0.0
30.0138,0.0694,14,TESTTWO,299,14,216,302,223,18.861,26.033,72.09,86.508,113,32.147,97.002,74.636,0,0.0
30.0815,0.0626,16,TESTTWO,308,16,229,310,232,30.118,34.633,127.805,143.781,192,45.897,96.073,75.705,0,0.0
30.1497,0.0686,15,TESTTWO,311,15,239,316,239,24.253,22.462,87.511,102.096,134,33.057,95.324,76.398,0,0.0
30.2138,0.0685,15,TESTTWO,315,15,247,321,245,22.071,17.285,73.046,87.655,114,28.034,94.643,76.932,0,0.0
30.2815,0.0628,16,TESTTWO,323,16,250,328,253,29.517,31.02,111.438,127.358,169,42.819,93.732,77.889,0,0.0
30.3459,0.0698,14,TESTTWO,333,14,258,337,261,32.368,28.216,128.942,114.615,173,42.94,92.733,78.76,0,0.0
30.4139,0.0635,16,TESTTWO,343,16,263,344,268,25.249,29.249,110.216,110.216,156,38.639,91.953,79.663,0,0.0
30.4815,0.0669,15,TESTTWO,348,15,269,350,275,21.734,29.022,89.694,104.643,138,36.258,91.283,80.558,0,0.0
30.5458,0.0693,14,TESTTWO,352,14,274,357,281,27.211,26.038,100.956,86.534,133,37.662,90.443,81.362,0,0.0
30.6138,0.0637,16,TESTTWO,356,16,289,362,286,23.273,14.273,78.507,78.507,111,27.301,89.724,81.802,0,0.0
30.6776,0.0667,15,TESTTWO,359,15,294,367,290,24.483,9.186,74.917,59.933,96,26.149,88.969,82.086,0,0.0
30.7458,0.0659,15,TESTTWO,366,15,296,372,295,22.695,15.695,75.883,75.883,107,27.594,88.268,82.57,0,0.0
30.8099,0.0675,15,TESTTWO,375,15,301,378,300,22.551,15.293,88.865,74.054,116,27.248,87.572,83.042,0,0.0
30.8806,0.0628,16,TESTTWO,382,16,303,384,306,23.018,24.018,95.533,95.533,135,33.267,86.862,83.784,0,0.0
30.9496,0.0728,14,TESTTWO,385,14,303,392,312,31.177,27.133,109.889,82.417,137,41.33,85.9,84.621,0,0.0
31.0121,0.0682,15,TESTTWO,391,15,306,399,316,30.569,22.897,102.581,58.618,118,38.193,84.956,85.328,0,0.0
31.0794,0.0613,16,TESTTWO,399,16,315,405,321,27.548,23.957,97.94,81.617,127,36.508,84.106,86.067,0,0.0
31.145,0.0693,14,TESTTWO,409,14,321,412,326,25.219,20.871,100.992,72.137,124,32.735,83.328,86.711,0,0.0
31.2122,0.0646,15,TESTTWO,418,15,333,417,331,16.025,15.025,77.38,77.38,109,21.967,82.833,87.175,0,0.0646
31.2794,0.0664,15,TESTTWO,423,15,338,422,334,15.56,5.937,75.27,45.162,88,16.654,82.353,87.358,0,0.131
31.3446,0.0688,15,TESTTWO,426,15,338,427,339,16.979,16.979,72.629,72.629,103,24.013,81.829,87.882,0,0.1999
31.4129,0.0643,16,TESTTWO,428,16,338,432,343,21.098,18.679,77.715,62.172,100,28.179,81.177,88.459,0,0.0
31.5448,0.0674,15,TESTTWO,439,15,345,440,349,27.11,23.583,118.679,89.009,148,35.932,80.341,89.187,0,0.0
31.6141,0.1,10,TESTTWO,439,10,354,445,351,17.001,-2.999,50.0,0,50,17.263,79.816,89.094,0,0.1
31.6758,0.0685,15,TESTTWO,445,15,363,447,353,2.001,-9.999,0,0,0,10.197,79.754,88.786,0,0.1685
31.7443,0.0606,17,TESTTWO,453,17,363,448,354,-4.999,-8.999,0,0,0,10.294,79.909,88.508,0,0.2291
31.8106,0.0702,14,TESTTWO,454,14,364,449,354,-4.999,-9.999,0,0,0,11.179,80.063,88.199,0,0.2992
31.8756,0.0657,15,TESTTWO,454,15,364,448,354,-5.999,-9.999,0,0,0,11.661,80.248,87.891,0,0.3649
31.9418,0.0637,16,TESTTWO,455,16,364,448,354,-6.999,-9.999,0,0,0,12.205,80.464,87.582,0,0.4286
32.0057,0.0682,15,TESTTWO,454,15,364,445,353,-18.672,-10.999,-43.967,0,44,21.671,81.04,87.243,0,0.4968
32.0739,0.063,16,TESTTWO,454,16,364,442,352,-22.471,-11.999,-47.601,0,48,25.474,81.734,86.872,0,0.0
32.1376,0.0672,15,TESTTWO,454,15,364,440,352,-13.999,-11.999,0,0,0,18.438,82.166,86.502,0,0.0672
32.2058,0.0654,15,TESTTWO,454,15,362,436,350,-31.463,-18.731,-61.2,-30.6,68,36.617,83.137,85.924,0,0.0
32.2737,0.0676,15,TESTTWO,450,15,351,430,346,-39.533,-18.022,-88.792,-59.195,107,43.447,84.357,85.368,0,0.0
32.3377,0.0666,15,TESTTWO,436,15,343,424,341,-31.804,-18.503,-90.023,-75.019,117,36.795,85.339,84.796,0,0.0
32.406,0.066,15,TESTTWO,425,15,342,416,336,-35.667,-22.666,-121.217,-75.761,143,42.26,86.44,84.097,0,0.0
32.4701,0.0675,15,TESTTWO,418,15,337,408,329,-36.085,-30.824,-118.57,-103.749,158,47.457,87.553,83.146,0,0.0
32.5376,0.0629,16,TESTTWO,409,16,335,400,322,-36.966,-37.471,-127.125,-111.234,169,52.636,88.694,81.989,0,0.0
32.6059,0.0693,14,TESTTWO,402,14,328,391,315,-39.576,-35.225,-129.894,-101.029,165,52.982,89.916,80.902,0,0.0
32.6698,0.0678,15,TESTTWO,389,15,315,381,307,-40.459,-33.967,-147.546,-118.037,189,52.827,91.164,79.853,0,0.0
32.7376,0.0628,16,TESTTWO,381,16,303,372,299,-40.532,-32.028,-143.331,-127.405,192,51.659,92.415,78.865,0,0.0
32.8017,0.0697,14,TESTTWO,372,14,292,363,291,-37.424,-26.266,-129.206,-114.85,173,45.722,93.571,78.054,0,0.0
32.8699,0.0633,16,TESTTWO,360,16,284,354,283,-37.294,-28.817,-142.252,-126.446,190,47.131,94.722,77.165,0,0.0
32.9337,0.0671,15,TESTTWO,353,15,283,345,274,-37.497,-38.497,-134.08,-134.08,190,53.74,95.879,75.977,0,0.0
33.0019,0.0657,15,TESTTWO,348,15,278,336,265,-42.118,-43.118,-136.905,-136.905,194,60.275,97.179,74.646,0,0.0
33.0698,0.0674,15,TESTTWO,338,15,267,329,257,-31.841,-36.104,-103.825,-118.657,158,48.138,98.162,73.532,0,0.0
33.1337,0.0668,15,TESTTWO,329,15,255,320,247,-38.66,-40.956,-134.823,-149.803,202,56.32,99.355,72.267,0,0.0
33.2018,0.0657,15,TESTTWO,317,15,247,313,238,-27.422,-39.114,-106.469,-136.889,173,47.769,100.201,71.06,0,0.0
33.2661,0.0673,15,TESTTWO,306,15,239,306,230,-22.885,-35.154,-104.025,-118.886,158,41.946,100.907,69.975,0,0.0
33.3336,0.0633,16,TESTTWO,303,16,233,298,222,-32.793,-38.793,-126.337,-126.337,179,50.797,101.92,68.778,0,0.0
